,gene_name,Bcells replicate 1 half_life,Bcells replicate 1 dataQual,Bcells replicate 1 R_sq,Bcells replicate 2 half_life,Bcells replicate 2 dataQual,Bcells replicate 2 R_sq,NK cells replicate 1 half_life,NK cells replicate 1 dataQual,NK cells replicate 1 R_sq,NK cells replicate 2 half_life,NK cells replicate 2 dataQual,NK cells replicate 2 R_sq,Hepatocytes replicate 1 half_life,Hepatocytes replicate 1 dataQual,Hepatocytes replicate 1 R_sq,Hepatocytes replicate 2 half_life,Hepatocytes replicate 2 dataQual,Hepatocytes replicate 2 R_sq,Monocytes replicate 1 half_life,Monocytes replicate 1 dataQual,Monocytes replicate 1 R_sq,Monocytes replicate 2 half_life,Monocytes replicate 2 dataQual,Monocytes replicate 2 R_sq,"Mouse Neurons, replicate 3 half_life","Mouse Neurons, replicate 3 dataQual","Mouse Neurons, replicate 3 R_sq","Mouse Neurons, replicate 4 half_life","Mouse Neurons, replicate 4 dataQual","Mouse Neurons, replicate 4 R_sq",Bcell_mean,NKcell_mean,Hepatocytes_mean,Monocytes_mean,MouseNeuorons_mean,Max_halflife
3392,PHF14,47.666000000000004,weak,0.988,62.937,weak,0.938,,,,179.176,weak,0.893,36.828,weak,0.904,26.419,weak,0.9670000000000001,52.9,weak,0.986,,,,32.552,good,0.997,36.469,good,0.9990000000000001,55.301500000000004,179.176,31.6235,52.9,34.5105,179.176
3393,PHF2,,,,83.885,weak,0.935,87.62700000000001,weak,0.92,74.509,weak,0.9940000000000001,,,,,,,,,,38.58,weak,0.9840000000000001,31.219,good,0.9990000000000001,33.944,good,0.998,83.885,81.06800000000001,,38.58,32.581500000000005,83.885
3394,PHF20L1,,,,,,,,,,,,,,,,,,,,,,49.107,weak,0.998,28.897,good,0.996,30.41,good,0.992,,,,49.107,29.6535,49.107
3395,PHF23,47.06,weak,0.9940000000000001,56.486999999999995,weak,0.991,70.245,weak,1.0,66.493,weak,0.998,,,,,,,21.01,weak,0.993,,,,,,,19.992,weak,0.937,51.7735,68.369,,21.01,19.992,68.369
3396,PHF3,60.88399999999999,weak,0.885,53.754,good,0.9229999999999999,,,,,,,16.869,weak,0.9740000000000001,14.615,good,0.9990000000000001,27.889,weak,0.897,28.364,weak,0.988,20.62,good,0.997,23.936999999999998,good,0.997,57.318999999999996,,15.742,28.1265,22.2785,57.318999999999996
3397,PHF5A,127.31299999999999,weak,0.977,189.25,weak,0.996,521.057,weak,0.997,421.67699999999996,weak,0.9990000000000001,84.59700000000001,weak,0.961,74.399,good,0.982,,,,98.655,weak,0.996,70.032,good,0.998,77.809,good,0.997,158.2815,471.36699999999996,79.498,98.655,73.9205,471.36699999999996
3398,PHF6,48.983000000000004,good,0.966,56.772,good,0.998,165.41099999999997,weak,0.9309999999999999,147.43,weak,0.983,35.336,weak,0.995,35.76,weak,0.988,52.548,weak,0.983,43.582,weak,0.992,40.491,good,0.9990000000000001,45.985,good,0.99,52.8775,156.4205,35.548,48.065,43.238,156.4205
3399,PHF8,22.334,good,0.9890000000000001,28.191,weak,0.992,37.808,weak,0.992,30.761,weak,0.996,,,,,,,24.21,weak,0.975,20.961,weak,0.988,,,,17.552,weak,0.951,25.2625,34.2845,,22.5855,17.552,34.2845
3400,PHGDH,30.176,weak,0.968,39.939,good,0.9840000000000001,582.226,good,0.966,156.135,good,0.9990000000000001,,,,,,,321.915,good,0.976,151.3,good,0.996,67.977,good,0.998,124.55,good,0.983,35.0575,369.1805,,236.60750000000002,96.2635,369.1805
3401,PHIP,95.28200000000001,good,0.975,102.822,good,0.997,147.203,weak,0.914,113.57600000000001,weak,0.987,,,,,,,,,,9.347000000000001,weak,0.9229999999999999,35.71,good,0.9940000000000001,39.28,good,0.9890000000000001,99.052,130.3895,,9.347000000000001,37.495000000000005,130.3895
3402,PHKA2,122.245,weak,0.847,135.07399999999998,good,0.986,729.273,weak,0.951,,,,,,,,,,,,,,,,,,,94.955,weak,0.9940000000000001,128.65949999999998,729.273,,,94.955,729.273
3403,PHKB,100.05799999999999,weak,0.956,79.938,good,0.978,,,,,,,,,,,,,,,,,,,,,,,,,89.99799999999999,,,,,89.99799999999999
3404,PHKG2,73.533,weak,0.9620000000000001,77.458,weak,0.9570000000000001,,,,,,,,,,,,,139.81799999999998,weak,0.987,98.675,weak,0.976,,,,70.196,weak,0.997,75.49549999999999,,,119.2465,70.196,119.2465
3405,PHLPP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.986,weak,0.992,,,,,22.986,22.986
3406,PHPT1,141.819,weak,0.9620000000000001,,,,,,,528.406,weak,0.878,,,,,,,,,,63.383,weak,0.978,54.424,weak,0.905,118.111,good,0.991,141.819,528.406,,63.383,86.2675,528.406
3407,PHRF1,,,,105.876,weak,0.986,,,,174.082,weak,0.914,,,,14.024000000000001,weak,0.9009999999999999,,,,,,,33.658,weak,0.9229999999999999,39.986,weak,0.925,105.876,174.082,14.024000000000001,,36.822,174.082
3408,PHYKPL,,,,,,,,,,347.483,weak,0.98,,,,,,,,,,,,,,,,,,,,347.483,,,,347.483
3409,PI4K2A,52.711000000000006,good,0.996,,,,,,,71.78399999999999,weak,0.985,,,,83.36399999999999,weak,0.9520000000000001,30.166999999999998,good,0.988,27.375999999999998,good,0.977,33.861,good,0.9890000000000001,36.548,good,0.993,52.711000000000006,71.78399999999999,83.36399999999999,28.771499999999996,35.204499999999996,83.36399999999999
3410,PI4KA,51.64,good,0.987,74.641,good,0.998,112.67299999999999,good,1.0,72.223,good,0.997,76.715,good,1.0,71.949,good,0.986,64.956,good,0.983,49.733999999999995,good,0.985,42.641999999999996,good,0.98,46.952,good,0.9990000000000001,63.1405,92.448,74.332,57.345,44.797,92.448
3411,PI4KB,,,,30.879,weak,0.9990000000000001,,,,,,,,,,36.147,weak,0.986,,,,,,,,,,37.5,weak,0.997,30.879,,36.147,,37.5,37.5
3412,PIAS1,20.052,weak,0.988,,,,,,,,,,,,,,,,,,,15.261,weak,0.97,,,,,,,20.052,,,15.261,,20.052
3413,PIAS4,17.342,weak,0.993,,,,,,,,,,,,,,,,,,,18.137999999999998,weak,0.9590000000000001,,,,,,,17.342,,,18.137999999999998,,18.137999999999998
3414,PIBF1,,,,48.196999999999996,weak,0.9109999999999999,,,,,,,,,,,,,,,,,,,,,,,,,48.196999999999996,,,,,48.196999999999996
3415,PICALM,37.314,good,0.997,47.986000000000004,good,0.998,67.432,good,1.0,62.068000000000005,good,0.9990000000000001,27.34,good,0.993,27.128,good,0.992,27.323,good,0.992,25.081999999999997,good,0.9940000000000001,31.709,good,0.9990000000000001,37.217,good,0.9990000000000001,42.650000000000006,64.75,27.234,26.2025,34.463,64.75
3416,PIEZO1,,,,,,,,,,,,,39.617,good,0.996,34.977,good,0.98,64.454,weak,0.99,,,,,,,,,,,,37.297,64.454,,64.454
3417,PIGK,185.525,weak,0.983,,,,,,,,,,75.918,weak,0.987,,,,,,,,,,68.624,good,0.996,78.35,good,0.995,185.525,,75.918,,73.487,185.525
3418,PIGN,,,,,,,,,,,,,,,,,,,138.576,weak,0.9420000000000001,138.59799999999998,weak,0.9940000000000001,72.685,weak,0.9990000000000001,98.37200000000001,weak,0.956,,,,138.587,85.52850000000001,138.587
3419,PIGO,,,,,,,,,,,,,118.95200000000001,weak,0.868,,,,,,,,,,,,,,,,,,118.95200000000001,,,118.95200000000001
3420,PIGS,,,,191.16299999999998,weak,0.953,,,,,,,,,,,,,,,,,,,73.027,good,0.991,84.82,good,0.995,191.16299999999998,,,,78.92349999999999,191.16299999999998
3421,PIGT,,,,146.247,weak,0.9840000000000001,424.036,weak,0.9179999999999999,,,,92.493,weak,0.987,83.324,weak,0.998,203.86900000000003,weak,0.982,119.743,weak,0.9620000000000001,63.379,weak,0.983,78.994,good,0.9890000000000001,146.247,424.036,87.9085,161.806,71.1865,424.036
3422,PIGU,,,,,,,,,,301.31,weak,0.899,,,,,,,,,,,,,,,,77.051,weak,0.9690000000000001,,301.31,,,77.051,301.31
3423,PIK3AP1,41.181000000000004,good,0.9790000000000001,58.614,good,0.9990000000000001,45.489,weak,0.981,34.743,good,0.987,261.569,weak,0.998,306.469,weak,0.9990000000000001,35.759,good,0.98,28.309,weak,0.987,,,,,,,49.8975,40.116,284.019,32.034,,284.019
3424,PIK3C2A,,,,40.284,weak,0.9329999999999999,,,,,,,27.631999999999998,good,0.998,25.718000000000004,good,0.998,,,,26.305,weak,0.991,,,,,,,40.284,,26.675,26.305,,40.284
3425,PIK3C2B,105.898,weak,0.9520000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.898,,,,,105.898
3426,PIK3C3,95.12299999999999,good,0.9890000000000001,110.581,good,0.996,149.041,weak,0.9690000000000001,114.18,weak,0.995,78.055,weak,1.0,,,,73.384,good,0.98,58.023,good,0.9890000000000001,33.971,weak,0.9440000000000001,44.946999999999996,good,0.996,102.852,131.6105,78.055,65.7035,39.458999999999996,131.6105
3427,PIK3CA,,,,,,,,,,,,,,,,,,,,,,17.96,weak,0.996,40.549,weak,0.9990000000000001,48.199,good,0.998,,,,17.96,44.373999999999995,44.373999999999995
3428,PIK3CB,,,,,,,,,,,,,,,,,,,,,,69.815,good,0.9520000000000001,,,,56.625,weak,0.9790000000000001,,,,69.815,56.625,69.815
3429,PIK3CD,87.275,good,0.995,108.85,good,0.9990000000000001,158.55100000000002,good,0.996,126.428,good,0.998,,,,,,,,,,99.08,good,0.9690000000000001,,,,35.853,weak,0.997,98.0625,142.48950000000002,,99.08,35.853,142.48950000000002
3430,PIK3CG,,,,29.959,weak,0.975,45.676,good,0.983,37.685,good,0.991,,,,,,,81.313,weak,0.953,56.853,weak,0.995,,,,,,,29.959,41.6805,,69.083,,69.083
3431,PIK3R1,120.26799999999999,good,0.987,140.753,good,0.9990000000000001,185.255,good,0.9990000000000001,148.58,good,0.996,,,,,,,101.074,good,0.972,79.344,good,0.972,30.884,good,0.981,36.202,good,0.991,130.51049999999998,166.91750000000002,,90.209,33.543,166.91750000000002
3432,PIK3R4,106.97399999999999,good,0.976,103.34299999999999,good,0.8590000000000001,148.957,good,0.997,122.531,weak,0.997,38.181999999999995,weak,0.98,35.453,weak,0.998,90.32799999999999,good,0.985,69.92699999999999,good,0.895,34.245,good,0.9990000000000001,42.548,good,0.998,105.15849999999999,135.744,36.817499999999995,80.1275,38.3965,135.744
3433,PIKFYVE,39.994,weak,0.991,39.174,good,1.0,,,,,,,,,,,,,45.358999999999995,good,0.943,38.37,weak,0.9640000000000001,30.865,good,0.993,37.984,good,0.9990000000000001,39.584,,,41.86449999999999,34.4245,41.86449999999999
3434,PIN1,78.441,weak,0.935,85.178,weak,0.993,240.27700000000002,weak,0.972,202.84599999999998,good,0.998,,,,,,,73.642,good,0.988,78.87899999999999,good,0.9790000000000001,57.909,good,0.9990000000000001,75.888,good,0.997,81.8095,221.5615,,76.2605,66.8985,221.5615
3435,PIN4,106.336,weak,0.995,157.253,weak,0.997,235.10299999999998,weak,0.9740000000000001,,,,,,,,,,74.146,weak,0.941,64.479,weak,0.9890000000000001,,,,46.1,weak,1.0,131.7945,235.10299999999998,,69.3125,46.1,235.10299999999998
3436,PIP4K2A,205.611,weak,0.9109999999999999,237.612,good,0.9840000000000001,320.01,weak,1.0,339.458,good,1.0,,,,,,,183.24599999999998,weak,0.937,,,,67.335,weak,0.98,71.184,weak,0.987,221.61149999999998,329.73400000000004,,183.24599999999998,69.2595,329.73400000000004
3437,PIP4K2B,98.399,weak,0.978,127.415,weak,0.905,297.335,weak,0.929,332.751,weak,0.9740000000000001,,,,43.62,weak,0.858,123.304,weak,0.868,,,,53.316,weak,0.996,59.185,good,0.9990000000000001,112.90700000000001,315.043,43.62,123.304,56.2505,315.043
3438,PIP4K2C,,,,99.17200000000001,weak,0.9990000000000001,185.725,weak,0.9670000000000001,194.15,weak,0.992,,,,179.36,weak,0.866,56.205,weak,0.985,,,,,,,54.559,good,1.0,99.17200000000001,189.9375,179.36,56.205,54.559,189.9375
3439,PIP5K1C,,,,,,,,,,124.72,weak,0.973,,,,,,,,,,,,,31.061,good,0.997,39.326,good,0.998,,124.72,,,35.1935,124.72
3440,PISD,53.152,weak,0.9840000000000001,,,,,,,,,,137.865,good,0.9790000000000001,136.726,good,0.86,,,,,,,,,,,,,53.152,,137.2955,,,137.2955
3441,PITHD1,117.771,good,0.9940000000000001,120.631,weak,0.97,,,,,,,,,,56.724,weak,0.9109999999999999,46.411,weak,0.987,38.076,good,0.986,40.233000000000004,weak,0.9990000000000001,57.445,good,0.997,119.201,,56.724,42.2435,48.839,119.201
3442,PITPNA,79.357,weak,0.9740000000000001,91.41799999999999,good,0.9990000000000001,220.074,weak,0.9520000000000001,,,,,,,,,,68.594,good,0.9840000000000001,57.298,good,0.986,56.306000000000004,good,0.998,61.802,good,0.9990000000000001,85.38749999999999,220.074,,62.946,59.054,220.074
3443,PITPNB,89.022,weak,0.998,92.959,good,0.9940000000000001,,,,183.047,good,0.97,59.74100000000001,weak,0.934,,,,88.053,good,0.996,73.873,good,0.99,49.473,good,0.997,57.461000000000006,good,0.9940000000000001,90.9905,183.047,59.74100000000001,80.963,53.467,183.047
3444,PITPNM1,75.46300000000001,weak,0.9790000000000001,116.49799999999999,weak,0.997,,,,141.57299999999998,weak,0.934,,,,,,,103.87799999999999,weak,0.9570000000000001,106.77600000000001,weak,0.995,45.453,good,0.9890000000000001,57.106,good,1.0,95.9805,141.57299999999998,,105.327,51.2795,141.57299999999998
3445,PITRM1,69.16199999999999,good,0.89,145.852,good,0.992,241.91099999999997,weak,0.86,316.872,good,0.978,51.761,good,0.996,51.001000000000005,good,0.997,,,,150.208,weak,0.977,103.76799999999999,good,0.9990000000000001,98.677,good,0.9990000000000001,107.507,279.3915,51.381,150.208,101.2225,279.3915
3446,PKM,56.256,weak,0.976,87.15,good,0.9940000000000001,675.581,good,0.9520000000000001,414.918,weak,0.9690000000000001,,,,,,,118.14399999999999,good,0.996,100.38600000000001,good,0.993,65.80199999999999,good,0.9990000000000001,73.23100000000001,good,0.9990000000000001,71.703,545.2495,,109.265,69.51650000000001,545.2495
3447,PKN1,54.918,good,0.985,69.388,good,0.9940000000000001,146.232,good,1.0,122.73899999999999,good,0.998,,,,,,,89.226,good,0.988,69.181,good,0.9890000000000001,34.864000000000004,good,0.998,46.365,good,0.9990000000000001,62.153000000000006,134.4855,,79.20349999999999,40.61450000000001,134.4855
3448,PKN2,,,,44.711000000000006,weak,0.986,,,,,,,,,,,,,44.331,weak,0.934,,,,,,,48.943999999999996,weak,0.9790000000000001,44.711000000000006,,,44.331,48.943999999999996,48.943999999999996
3449,PLAA,71.431,good,0.981,87.618,good,0.992,335.976,good,0.98,262.47900000000004,good,0.975,,,,,,,96.06299999999999,good,0.991,76.90100000000001,good,0.985,64.119,good,0.9990000000000001,79.893,good,0.9990000000000001,79.52449999999999,299.2275,,86.482,72.006,299.2275
3450,PLBD1,,,,,,,,,,,,,,,,,,,,,,907.1610000000001,good,0.995,,,,,,,,,,907.1610000000001,,907.1610000000001
3451,PLBD2,86.665,weak,0.96,,,,510.152,weak,0.971,282.478,weak,0.9890000000000001,27.854,good,0.972,28.781,good,0.992,43.486999999999995,good,0.9940000000000001,34.195,good,0.997,85.678,weak,0.9640000000000001,118.63799999999999,good,0.976,86.665,396.315,28.3175,38.840999999999994,102.15799999999999,396.315
3452,PLCB2,,,,,,,254.583,good,0.895,,,,,,,,,,105.012,good,0.981,82.904,good,0.982,,,,,,,,254.583,,93.958,,254.583
3453,PLCG1,39.615,weak,0.996,57.425,good,0.9940000000000001,74.311,weak,0.972,60.56100000000001,weak,0.985,,,,,,,,,,,,,36.676,good,1.0,45.801,good,1.0,48.519999999999996,67.436,,,41.2385,67.436
3454,PLCG2,91.214,good,0.988,102.714,good,0.992,228.18099999999998,good,0.9640000000000001,172.426,good,0.9990000000000001,,,,,,,93.618,good,0.995,80.875,good,0.992,,,,,,,96.964,200.30349999999999,,87.2465,,200.30349999999999
3455,PLCH1,,,,,,,,,,,,,352.712,good,0.981,341.915,good,0.991,,,,,,,,,,,,,,,347.3135,,,347.3135
3456,PLCL2,46.137,weak,0.983,53.20399999999999,good,0.9990000000000001,110.488,good,0.996,100.764,good,1.0,,,,,,,,,,,,,52.812,good,0.997,77.741,good,0.998,49.6705,105.626,,,65.2765,105.626
3457,PLD4,40.255,weak,0.972,,,,,,,,,,,,,,,,154.55700000000002,weak,0.986,207.62900000000002,weak,0.907,,,,,,,40.255,,,181.09300000000002,,181.09300000000002
3458,PLEC,115.32,good,0.9940000000000001,129.115,good,0.998,248.548,good,0.997,164.408,good,0.991,62.445,good,0.9990000000000001,62.28,good,1.0,66.002,good,0.992,68.777,good,0.996,79.24600000000001,good,0.998,84.147,good,0.983,122.2175,206.478,62.3625,67.3895,81.69650000000001,206.478
3459,PLEK,98.212,weak,0.938,112.712,good,0.99,324.159,good,0.997,231.512,good,0.992,,,,,,,353.871,good,0.9840000000000001,177.65900000000002,good,0.971,,,,,,,105.462,277.8355,,265.765,,277.8355
3460,PLEKHA1,,,,89.756,good,0.877,73.74,weak,0.973,66.288,good,0.998,,,,,,,,,,,,,29.866999999999997,weak,0.9740000000000001,26.811,weak,0.9009999999999999,89.756,70.014,,,28.339,89.756
3461,PLEKHA2,69.528,good,0.978,73.337,good,1.0,71.416,weak,0.988,61.961999999999996,good,0.982,,,,,,,37.573,weak,0.992,28.273000000000003,weak,0.995,,,,,,,71.4325,66.689,,32.923,,71.4325
3462,PLEKHF2,111.271,good,0.976,123.684,good,0.982,,,,,,,,,,,,,67.442,weak,0.987,46.952,weak,0.987,,,,,,,117.47749999999999,,,57.196999999999996,,117.47749999999999
3463,PLEKHG1,19.904,good,0.9359999999999999,14.95,good,0.998,,,,,,,,,,,,,,,,,,,,,,,,,17.427,,,,,17.427
3464,PLEKHM2,,,,49.211999999999996,weak,1.0,,,,,,,,,,28.653000000000002,weak,0.9179999999999999,27.365,weak,0.927,28.73,weak,0.95,,,,28.764,weak,0.996,49.211999999999996,,28.653000000000002,28.0475,28.764,49.211999999999996
3465,PLEKHO1,61.102,weak,0.98,65.456,good,0.9890000000000001,,,,,,,,,,,,,25.112,weak,0.968,18.180999999999997,weak,0.9109999999999999,,,,29.816,good,0.96,63.278999999999996,,,21.646499999999996,29.816,63.278999999999996
3466,PLEKHO2,93.36399999999999,weak,0.972,97.524,weak,0.971,153.986,good,0.996,149.123,good,0.9790000000000001,,,,,,,49.193999999999996,good,0.977,38.635,good,0.993,,,,,,,95.44399999999999,151.5545,,43.9145,,151.5545
3467,PLG,,,,,,,,,,,,,32.203,good,0.993,36.988,good,0.985,,,,,,,,,,,,,,,34.5955,,,34.5955
3468,PLGRKT,,,,515.3240000000001,weak,0.851,,,,,,,214.18599999999998,good,0.99,,,,,,,,,,158.265,good,0.9940000000000001,213.625,good,0.996,515.3240000000001,,214.18599999999998,,185.945,515.3240000000001
3469,PLIN3,135.57299999999998,good,0.981,162.54,good,0.987,355.625,good,0.8859999999999999,250.86700000000002,good,0.998,65.278,good,0.9990000000000001,62.461999999999996,good,0.995,90.882,good,0.997,76.045,good,0.997,,,,,,,149.05649999999997,303.246,63.870000000000005,83.46350000000001,,303.246
3470,PLOD3,62.277,weak,0.9179999999999999,82.26,weak,0.877,,,,41.06399999999999,weak,0.938,43.696999999999996,good,0.97,47.596000000000004,good,0.9790000000000001,51.501999999999995,good,0.986,37.601,good,0.988,,,,48.993,good,0.987,72.2685,41.06399999999999,45.6465,44.5515,48.993,72.2685
3471,PLRG1,69.137,good,0.9940000000000001,81.64699999999999,good,0.992,224.502,good,0.996,177.74099999999999,weak,0.982,15.562999999999999,good,0.9890000000000001,16.57,good,0.986,51.23,good,0.9890000000000001,44.992,good,0.987,36.278,good,0.9990000000000001,39.375,good,0.996,75.392,201.1215,16.066499999999998,48.111,37.826499999999996,201.1215
3472,PLS1,105.074,weak,0.9590000000000001,178.175,good,0.991,,,,680.37,good,0.973,77.217,weak,0.998,69.295,weak,0.98,140.57299999999998,weak,0.9840000000000001,,,,28.49,weak,0.978,,,,141.6245,680.37,73.256,140.57299999999998,28.49,680.37
3473,PLSCR1,,,,,,,,,,,,,89.811,weak,0.9159999999999999,,,,67.59100000000001,weak,0.976,48.351000000000006,good,0.966,,,,,,,,,89.811,57.971000000000004,,89.811
3474,PLXNA1,,,,,,,,,,,,,102.86399999999999,weak,0.9440000000000001,34.771,weak,0.956,,,,,,,31.160999999999998,good,0.997,35.759,good,1.0,,,68.8175,,33.46,68.8175
3475,PLXNB2,,,,,,,,,,,,,24.159000000000002,good,0.987,23.272,good,0.993,49.468,good,0.988,32.925,good,0.991,58.637,good,0.997,71.429,good,0.9990000000000001,,,23.7155,41.1965,65.033,65.033
3476,PLXNC1,,,,157.72,weak,0.987,,,,,,,,,,44.086999999999996,weak,0.9109999999999999,38.288000000000004,weak,0.945,32.035,good,0.993,34.412,good,0.995,47.614,good,0.9990000000000001,157.72,,44.086999999999996,35.161500000000004,41.013,157.72
3477,PM20D2,75.649,weak,0.97,104.508,weak,0.968,,,,,,,,,,,,,,,,,,,,,,,,,90.07849999999999,,,,,90.07849999999999
3478,PMF1,138.194,weak,0.9840000000000001,,,,,,,187.13,weak,0.937,,,,,,,75.598,weak,0.973,57.192,weak,0.98,,,,,,,138.194,187.13,,66.395,,187.13
3479,PML,277.772,good,0.961,,,,565.4069999999999,good,0.9840000000000001,482.07099999999997,good,0.998,87.105,good,0.909,74.087,good,0.991,117.137,good,0.983,,,,,,,,,,277.772,523.7389999999999,80.596,117.137,,523.7389999999999
3480,PMM1,,,,,,,,,,,,,,,,,,,,,,,,,23.25,weak,0.995,29.022,good,0.9990000000000001,,,,,26.136,26.136
3481,PMM2,,,,142.999,weak,0.9740000000000001,,,,,,,,,,,,,109.329,weak,0.9690000000000001,97.814,good,0.94,95.06200000000001,weak,0.977,95.762,good,1.0,142.999,,,103.57149999999999,95.412,142.999
3482,PMPCA,79.28,good,0.903,107.07,weak,0.9990000000000001,,,,54.645,weak,0.902,62.79600000000001,good,1.0,61.8,good,0.9990000000000001,,,,,,,71.152,good,0.995,86.36399999999999,good,1.0,93.175,54.645,62.298,,78.758,93.175
3483,PMPCB,42.088,weak,0.9840000000000001,50.743,good,0.9990000000000001,138.058,weak,0.9309999999999999,89.039,weak,0.991,39.33,good,0.997,40.711999999999996,good,0.9890000000000001,67.082,weak,0.988,52.132,good,0.985,34.554,good,0.99,37.376,good,0.997,46.4155,113.54849999999999,40.021,59.607,35.965,113.54849999999999
3484,PMS2,57.353,weak,0.996,48.479,weak,0.991,,,,,,,,,,,,,,,,,,,,,,,,,52.916,,,,,52.916
3485,PMVK,51.215,weak,0.976,67.506,good,0.997,,,,,,,348.001,weak,0.961,,,,83.67299999999999,good,0.996,48.61600000000001,weak,0.9890000000000001,28.119,weak,0.965,32.189,good,0.986,59.3605,,348.001,66.1445,30.154,348.001
3486,PNISR,37.006,weak,0.9209999999999999,,,,84.43700000000001,weak,0.9670000000000001,80.985,weak,0.9840000000000001,,,,,,,,,,,,,50.961000000000006,weak,0.98,61.376000000000005,weak,0.996,37.006,82.71100000000001,,,56.16850000000001,82.71100000000001
3487,PNKP,117.296,good,0.948,142.02200000000002,good,1.0,,,,632.525,weak,0.975,,,,75.423,weak,0.8540000000000001,,,,,,,98.745,weak,0.987,,,,129.65900000000002,632.525,75.423,,98.745,632.525
3488,PNMA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.616999999999997,weak,0.985,,,,,20.616999999999997,20.616999999999997
3489,PNN,123.133,good,0.9790000000000001,137.785,good,0.996,454.163,good,0.914,412.38199999999995,good,0.9990000000000001,51.051,good,0.995,50.119,good,0.992,145.918,good,0.946,,,,68.641,good,0.997,71.488,good,0.997,130.459,433.2725,50.585,145.918,70.06450000000001,433.2725
3490,PNO1,44.083,weak,0.996,49.903,good,0.998,,,,,,,24.372,good,0.996,28.564,good,0.917,33.789,weak,0.975,23.9,weak,0.995,20.177,weak,0.9690000000000001,23.215999999999998,weak,0.985,46.992999999999995,,26.468,28.8445,21.6965,46.992999999999995
3491,PNP,139.526,weak,0.96,245.265,good,0.9940000000000001,547.79,good,0.948,384.95,weak,0.998,,,,,,,317.651,good,0.9179999999999999,236.155,good,0.9570000000000001,84.905,weak,0.98,330.869,weak,0.884,192.3955,466.37,,276.903,207.887,466.37
3492,PNPLA6,39.803000000000004,weak,0.983,68.215,good,0.998,195.113,good,0.972,116.23700000000001,good,0.998,72.189,good,0.971,60.497,good,0.9990000000000001,42.483000000000004,good,0.983,32.61,good,0.997,24.673000000000002,weak,0.9590000000000001,27.256,good,0.997,54.009,155.675,66.34299999999999,37.5465,25.9645,155.675
3493,PNPLA7,,,,,,,,,,,,,,,,67.39699999999999,weak,0.914,,,,,,,,,,,,,,,67.39699999999999,,,67.39699999999999
